 91,0.088, 91.06951,5.156,0.42,0.42656,125.547152,  4.7691,15300.0,"SS091A990R6M1.IMG"
 91,0.088, 91.06951,5.156,0.42,0.42656,125.547152,  4.7691,15300.0,"SS091A990R6M1.IMG"
 91,0.088, 91.07029,5.155,0.42,0.42652,125.550546,  4.7692,15300.0,"SS091A990R6M1.IMG"
 91,0.089, 91.07105,5.155,0.42,0.42657,125.550344,  4.7692,15300.0,"SS091A990R6M1.IMG"
 91,0.377, 91.35854,2.225,0.72,0.56432,147.854445, 19.1305, 4314.6,"SS091AA00R6M1.IMG"
 91,0.377, 91.35919,2.010,0.64,0.51506,197.022189, 18.7507, 4314.6,"SS091AA00R6M1.IMG"
 91,0.378, 91.35978,1.928,0.70,0.52962,199.881316, 21.4121, 4314.6,"SS091AA00R6M1.IMG"
 91,0.379, 91.36042,1.366,1.71,0.71758,185.232248,180.0000, 4314.6,"SS091AA00R6M1.IMG"
 91,0.379, 91.36104,1.494,1.47,0.69841,179.932613, 81.2461, 4314.6,"SS091AA00R6M1.IMG"
 91,0.380, 91.36165,1.908,0.83,0.58457,171.164927, 25.8445, 4314.6,"SS091AA00R6M1.IMG"
 91,0.380, 91.36229,1.677,1.13,0.65682,169.245035, 42.4206, 4314.6,"SS091AA00R6M1.IMG"
 91,0.381, 91.36289,1.720,0.87,0.57686,237.047264, 30.6785, 4314.6,"SS091AA00R6M1.IMG"
 91,0.382, 91.36415,2.645,0.49,0.40090,323.650451, 10.7665, 4314.6,"SS091AA00R6M1.IMG"
 91,0.383, 91.36477,4.752,0.40,0.39856, 10.696469,  4.8413, 4314.6,"SS091AA00R6M1.IMG"
 91,0.384, 91.36543,4.521,0.40,0.39494,358.661558,  5.1823, 4314.6,"SS091AA00R6M1.IMG"
 91,0.384, 91.36604,3.427,0.39,0.38187, 13.809568,  6.6027, 4314.6,"SS091AA00R6M1.IMG"
 91,0.385, 91.36663,3.239,0.39,0.37979,  4.907225,  7.0238, 4314.6,"SS091AA00R6M1.IMG"
 91,0.385, 91.36729,2.826,0.42,0.39259,317.423490,  8.7466, 4314.6,"SS091AA00R6M1.IMG"
 91,0.386, 91.36792,2.840,0.42,0.39058,321.608207,  8.6859, 4314.6,"SS091AA00R6M1.IMG"
 91,0.387, 91.36851,3.124,0.39,0.37922,339.039685,  7.3389, 4314.6,"SS091AA00R6M1.IMG"
 91,0.387, 91.36917,3.317,0.39,0.37703,352.720837,  6.7690, 4314.6,"SS091AA00R6M1.IMG"
151,0.229,151.20464,2.980,0.43,0.40324,293.965171,  8.3952, 7140.0,"SS1520900R6M1.IMG"
151,0.230,151.20527,3.072,0.46,0.41565,268.822094,  8.6166, 7140.0,"SS1520900R6M1.IMG"
                                                                                      
 10,0.088, 91.06951,5.156,0.42,0.42656,125.547152,  4.7691,15300.0,"BLAH"             
 10,0.088, 91.06951,5.156,0.42,0.42656,125.547152,  4.7691,15300.0,"BLAH"             
 10,0.088, 91.07029,5.155,0.42,0.42652,125.550546,  4.7692,15300.0,"BLAH"             
 10,0.089, 91.07105,5.155,0.42,0.42657,125.550344,  4.7692,15300.0,"BLAH"             
 10,0.377, 91.35854,2.225,0.72,0.56432,147.854445, 19.1305, 4314.6,"BLAH"             
 10,0.377, 91.35919,2.010,0.64,0.51506,197.022189, 18.7507, 4314.6,"SS091AA00R6M1.IMG"
 10,0.378, 91.35978,1.928,0.70,0.52962,199.881316, 21.4121, 4314.6,"SS091AA00R6M1.IMG"
 10,0.379, 91.36042,1.366,1.71,0.71758,185.232248,180.0000, 4314.6,"SS091AA00R6M1.IMG"
 10,0.379, 91.36104,1.494,1.47,0.69841,179.932613, 81.2461, 4314.6,"SS091AA00R6M1.IMG"
 10,0.380, 91.36165,1.908,0.83,0.58457,171.164927, 25.8445, 4314.6,"SS091AA00R6M1.IMG"
 10,0.380, 91.36229,1.677,1.13,0.65682,169.245035, 42.4206, 4314.6,"SS091AA00R6M1.IMG"
 10,0.381, 91.36289,1.720,0.87,0.57686,237.047264, 30.6785, 4314.6,"SS091AA00R6M1.IMG"
 10,0.382, 91.36415,2.645,0.49,0.40090,323.650451, 10.7665, 4314.6,"SS091AA00R6M1.IMG"
 10,0.383, 91.36477,4.752,0.40,0.39856, 10.696469,  4.8413, 4314.6,"SS091AA00R6M1.IMG"
 10,0.384, 91.36543,4.521,0.40,0.39494,358.661558,  5.1823, 4314.6,"SS091AA00R6M1.IMG"
 10,0.384, 91.36604,3.427,0.39,0.38187, 13.809568,  6.6027, 4314.6,"SS091AA00R6M1.IMG"
 10,0.385, 91.36663,3.239,0.39,0.37979,  4.907225,  7.0238, 4314.6,"SS091AA00R6M1.IMG"
 10,0.385, 91.36729,2.826,0.42,0.39259,317.423490,  8.7466, 4314.6,"SS091AA00R6M1.IMG"
 10,0.386, 91.36792,2.840,0.42,0.39058,321.608207,  8.6859, 4314.6,"SS091AA00R6M1.IMG"
 10,0.387, 91.36851,3.124,0.39,0.37922,339.039685,  7.3389, 4314.6,"SS091AA00R6M1.IMG"
 10,0.387, 91.36917,3.317,0.39,0.37703,352.720837,  6.7690, 4314.6,"SS091AA00R6M1.IMG"
110,0.229,151.20464,2.980,0.43,0.40324,293.965171,  8.3952, 7140.0,"SS1520900R6M1.IMG"
110,0.230,151.20527,3.072,0.46,0.41565,268.822094,  8.6166, 7140.0,"SS1520900R6M1.IMG"
